# energy grid [eV]     ieps_x  ieps_y  ieps_z
#
    5.515963964    2.644001108    2.644001104    2.312491007
    5.525972973    2.640348127    2.640348123    2.310368895
    5.535981982    2.636706062    2.636706058    2.308250344
    5.545990991    2.633074873    2.633074869    2.306135353
    5.556000000    2.629454522    2.629454518    2.304023921
    5.566009009    2.625844973    2.625844969    2.301916046
    5.576018018    2.622246187    2.622246183    2.299811729
    5.586027027    2.618658126    2.618658122    2.297710967
    5.596036036    2.615080754    2.615080750    2.295613759
    5.606045045    2.611514033    2.611514029    2.293520104
    5.616054054    2.607957926    2.607957922    2.291430000
    5.626063063    2.604412396    2.604412392    2.289343446
    5.636072072    2.600877406    2.600877402    2.287260440
    5.646081081    2.597352920    2.597352916    2.285180981
    5.656090090    2.593838900    2.593838896    2.283105068
    5.666099099    2.590335310    2.590335306    2.281032698
    5.676108108    2.586842114    2.586842110    2.278963870
    5.686117117    2.583359276    2.583359272    2.276898583
    5.696126126    2.579886759    2.579886755    2.274836833
    5.706135135    2.576424527    2.576424524    2.272778621
    5.716144144    2.572972546    2.572972542    2.270723943
    5.726153153    2.569530778    2.569530774    2.268672798
    5.736162162    2.566099188    2.566099184    2.266625183
    5.746171171    2.562677741    2.562677737    2.264581098
    5.756180180    2.559266402    2.559266398    2.262540539
    5.766189189    2.555865135    2.555865131    2.260503506
    5.776198198    2.552473904    2.552473901    2.258469994
    5.786207207    2.549092676    2.549092673    2.256440004
    5.796216216    2.545721415    2.545721412    2.254413531
    5.806225225    2.542360087    2.542360083    2.252390574
    5.816234234    2.539008656    2.539008653    2.250371131
    5.826243243    2.535667089    2.535667086    2.248355200
    5.836252252    2.532335351    2.532335347    2.246342777
    5.846261261    2.529013408    2.529013404    2.244333861
    5.856270270    2.525701225    2.525701221    2.242328449
    5.866279279    2.522398769    2.522398765    2.240326539
    5.876288288    2.519106006    2.519106002    2.238328128
    5.886297297    2.515822901    2.515822898    2.236333214
    5.896306306    2.512549422    2.512549419    2.234341793
    5.906315315    2.509285535    2.509285531    2.232353864
    5.916324324    2.506031206    2.506031203    2.230369423
    5.926333333    2.502786403    2.502786399    2.228388469
    5.936342342    2.499551091    2.499551088    2.226410997
    5.946351351    2.496325239    2.496325235    2.224437006
    5.956360360    2.493108812    2.493108809    2.222466493
    5.966369369    2.489901779    2.489901776    2.220499454
    5.976378378    2.486704106    2.486704103    2.218535888
    5.986387387    2.483515762    2.483515758    2.216575790
    5.996396396    2.480336713    2.480336710    2.214619159
    6.006405405    2.477166927    2.477166924    2.212665990
    6.016414414    2.474006373    2.474006369    2.210716282
    6.026423423    2.470855017    2.470855014    2.208770031
    6.036432432    2.467712829    2.467712825    2.206827233
    6.046441441    2.464579775    2.464579772    2.204887887
    6.056450450    2.461455825    2.461455822    2.202951988
    6.066459459    2.458340947    2.458340944    2.201019534
    6.076468468    2.455235109    2.455235106    2.199090521
    6.086477477    2.452138280    2.452138277    2.197164946
    6.096486486    2.449050429    2.449050426    2.195242807
    6.106495495    2.445971524    2.445971521    2.193324099
    6.116504505    2.442901535    2.442901532    2.191408819
    6.126513514    2.439840430    2.439840427    2.189496964
    6.136522523    2.436788179    2.436788176    2.187588531
    6.146531532    2.433744751    2.433744747    2.185683516
    6.156540541    2.430710115    2.430710112    2.183781916
    6.166549550    2.427684241    2.427684238    2.181883727
    6.176558559    2.424667099    2.424667096    2.179988946
    6.186567568    2.421658658    2.421658655    2.178097569
    6.196576577    2.418658888    2.418658885    2.176209594
    6.206585586    2.415667759    2.415667756    2.174325015
    6.216594595    2.412685242    2.412685239    2.172443831
    6.226603604    2.409711306    2.409711303    2.170566036
    6.236612613    2.406745922    2.406745918    2.168691628
    6.246621622    2.403789059    2.403789056    2.166820603
    6.256630631    2.400840690    2.400840687    2.164952957
    6.266639640    2.397900784    2.397900780    2.163088686
    6.276648649    2.394969311    2.394969308    2.161227787
    6.286657658    2.392046244    2.392046241    2.159370256
    6.296666667    2.389131552    2.389131549    2.157516089
    6.306675676    2.386225208    2.386225205    2.155665283
    6.316684685    2.383327181    2.383327178    2.153817834
    6.326693694    2.380437444    2.380437441    2.151973737
    6.336702703    2.377555967    2.377555964    2.150132989
    6.346711712    2.374682723    2.374682720    2.148295586
    6.356720721    2.371817683    2.371817680    2.146461524
    6.366729730    2.368960818    2.368960815    2.144630800
    6.376738739    2.366112100    2.366112097    2.142803408
    6.386747748    2.363271502    2.363271499    2.140979346
    6.396756757    2.360438995    2.360438992    2.139158610
    6.406765766    2.357614552    2.357614549    2.137341195
    6.416774775    2.354798144    2.354798141    2.135527097
    6.426783784    2.351989744    2.351989741    2.133716312
    6.436792793    2.349189325    2.349189322    2.131908836
    6.446801802    2.346396859    2.346396856    2.130104666
    6.456810811    2.343612318    2.343612315    2.128303797
    6.466819820    2.340835676    2.340835673    2.126506224
    6.476828829    2.338066905    2.338066902    2.124711945
    6.486837838    2.335305978    2.335305975    2.122920954
    6.496846847    2.332552868    2.332552865    2.121133247
    6.506855856    2.329807549    2.329807546    2.119348821
    6.516864865    2.327069993    2.327069990    2.117567671
    6.526873874    2.324340175    2.324340172    2.115789793
    6.536882883    2.321618067    2.321618064    2.114015182
    6.546891892    2.318903642    2.318903640    2.112243835
    6.556900901    2.316196876    2.316196873    2.110475747
    6.566909910    2.313497741    2.313497738    2.108710914
    6.576918919    2.310806212    2.310806209    2.106949331
    6.586927928    2.308122261    2.308122258    2.105190994
    6.596936937    2.305445864    2.305445861    2.103435900
    6.606945946    2.302776995    2.302776992    2.101684043
    6.616954955    2.300115627    2.300115624    2.099935419
    6.626963964    2.297461735    2.297461732    2.098190023
    6.636972973    2.294815294    2.294815291    2.096447853
    6.646981982    2.292176277    2.292176274    2.094708902
    6.656990991    2.289544661    2.289544658    2.092973167
    6.667000000    2.286920418    2.286920415    2.091240643
    6.677009009    2.284303525    2.284303522    2.089511326
    6.687018018    2.281693956    2.281693953    2.087785211
    6.697027027    2.279091687    2.279091684    2.086062294
    6.707036036    2.276496691    2.276496688    2.084342571
    6.717045045    2.273908945    2.273908942    2.082626036
    6.727054054    2.271328424    2.271328421    2.080912685
    6.737063063    2.268755103    2.268755100    2.079202515
    6.747072072    2.266188957    2.266188954    2.077495519
    6.757081081    2.263629963    2.263629960    2.075791695
    6.767090090    2.261078095    2.261078092    2.074091036
    6.777099099    2.258533330    2.258533328    2.072393540
    6.787108108    2.255995644    2.255995641    2.070699200
    6.797117117    2.253465012    2.253465009    2.069008013
    6.807126126    2.250941411    2.250941408    2.067319974
    6.817135135    2.248424816    2.248424813    2.065635078
    6.827144144    2.245915204    2.245915201    2.063953321
    6.837153153    2.243412551    2.243412548    2.062274698
    6.847162162    2.240916833    2.240916831    2.060599204
    6.857171171    2.238428028    2.238428025    2.058926835
    6.867180180    2.235946111    2.235946108    2.057257587
    6.877189189    2.233471059    2.233471057    2.055591454
    6.887198198    2.231002850    2.231002847    2.053928431
    6.897207207    2.228541459    2.228541456    2.052268515
    6.907216216    2.226086864    2.226086861    2.050611700
    6.917225225    2.223639041    2.223639038    2.048957982
    6.927234234    2.221197969    2.221197966    2.047307356
    6.937243243    2.218763623    2.218763620    2.045659817
    6.947252252    2.216335982    2.216335979    2.044015361
    6.957261261    2.213915022    2.213915020    2.042373983
    6.967270270    2.211500722    2.211500719    2.040735678
    6.977279279    2.209093058    2.209093055    2.039100441
    6.987288288    2.206692008    2.206692006    2.037468268
    6.997297297    2.204297551    2.204297548    2.035839154
    7.007306306    2.201909663    2.201909660    2.034213094
    7.017315315    2.199528323    2.199528320    2.032590083
    7.027324324    2.197153508    2.197153506    2.030970117
    7.037333333    2.194785197    2.194785195    2.029353191
    7.047342342    2.192423368    2.192423365    2.027739299
    7.057351351    2.190067998    2.190067996    2.026128438
    7.067360360    2.187719067    2.187719065    2.024520602
    7.077369369    2.185376553    2.185376550    2.022915787
    7.087378378    2.183040433    2.183040431    2.021313988
    7.097387387    2.180710687    2.180710685    2.019715199
    7.107396396    2.178387294    2.178387291    2.018119417
    7.117405405    2.176070231    2.176070228    2.016526636
    7.127414414    2.173759478    2.173759475    2.014936851
    7.137423423    2.171455013    2.171455010    2.013350058
    7.147432432    2.169156816    2.169156813    2.011766252
    7.157441441    2.166864865    2.166864862    2.010185427
    7.167450450    2.164579140    2.164579137    2.008607580
    7.177459459    2.162299619    2.162299617    2.007032705
    7.187468468    2.160026283    2.160026280    2.005460797
    7.197477477    2.157759109    2.157759107    2.003891852
    7.207486486    2.155498079    2.155498076    2.002325864
    7.217495495    2.153243171    2.153243168    2.000762829
    7.227504505    2.150994364    2.150994362    1.999202742
    7.237513514    2.148751639    2.148751637    1.997645597
    7.247522523    2.146514975    2.146514973    1.996091391
    7.257531532    2.144284352    2.144284350    1.994540118
    7.267540541    2.142059750    2.142059748    1.992991773
    7.277549550    2.139841149    2.139841146    1.991446351
    7.287558559    2.137628528    2.137628526    1.989903848
    7.297567568    2.135421868    2.135421866    1.988364259
    7.307576577    2.133221150    2.133221147    1.986827578
    7.317585586    2.131026352    2.131026350    1.985293801
    7.327594595    2.128837457    2.128837454    1.983762923
    7.337603604    2.126654443    2.126654441    1.982234938
    7.347612613    2.124477292    2.124477290    1.980709843
    7.357621622    2.122305984    2.122305982    1.979187632
    7.367630631    2.120140500    2.120140497    1.977668299
    7.377639640    2.117980820    2.117980817    1.976151841
    7.387648649    2.115826925    2.115826923    1.974638253
    7.397657658    2.113678796    2.113678794    1.973127529
    7.407666667    2.111536414    2.111536412    1.971619664
    7.417675676    2.109399760    2.109399758    1.970114654
    7.427684685    2.107268815    2.107268813    1.968612493
    7.437693694    2.105143560    2.105143558    1.967113177
    7.447702703    2.103023977    2.103023974    1.965616701
    7.457711712    2.100910046    2.100910043    1.964123060
    7.467720721    2.098801748    2.098801746    1.962632248
    7.477729730    2.096699067    2.096699064    1.961144261
    7.487738739    2.094601981    2.094601979    1.959659095
    7.497747748    2.092510475    2.092510472    1.958176743
    7.507756757    2.090424528    2.090424526    1.956697202
    7.517765766    2.088344123    2.088344121    1.955220466
    7.527774775    2.086269241    2.086269239    1.953746530
    7.537783784    2.084199865    2.084199862    1.952275389
    7.547792793    2.082135975    2.082135973    1.950807039
    7.557801802    2.080077555    2.080077553    1.949341474
    7.567810811    2.078024586    2.078024584    1.947878689
    7.577819820    2.075977051    2.075977048    1.946418681
    7.587828829    2.073934930    2.073934928    1.944961442
    7.597837838    2.071898208    2.071898205    1.943506970
    7.607846847    2.069866865    2.069866863    1.942055258
    7.617855856    2.067840885    2.067840882    1.940606302
    7.627864865    2.065820249    2.065820247    1.939160097
    7.637873874    2.063804941    2.063804939    1.937716638
    7.647882883    2.061794942    2.061794940    1.936275919
    7.657891892    2.059790236    2.059790234    1.934837937
    7.667900901    2.057790805    2.057790803    1.933402686
    7.677909910    2.055796633    2.055796630    1.931970161
    7.687918919    2.053807701    2.053807698    1.930540358
    7.697927928    2.051823992    2.051823990    1.929113271
    7.707936937    2.049845490    2.049845488    1.927688895
    7.717945946    2.047872178    2.047872176    1.926267226
    7.727954955    2.045904039    2.045904037    1.924848258
    7.737963964    2.043941055    2.043941053    1.923431987
    7.747972973    2.041983211    2.041983209    1.922018407
    7.757981982    2.040030489    2.040030487    1.920607515
    7.767990991    2.038082872    2.038082870    1.919199304
    7.778000000    2.036140345    2.036140343    1.917793770
    7.788009009    2.034202891    2.034202888    1.916390909
    7.798018018    2.032270492    2.032270490    1.914990714
    7.808027027    2.030343133    2.030343131    1.913593182
    7.818036036    2.028420798    2.028420795    1.912198307
    7.828045045    2.026503469    2.026503467    1.910806084
    7.838054054    2.024591131    2.024591129    1.909416509
    7.848063063    2.022683768    2.022683766    1.908029576
    7.858072072    2.020781364    2.020781362    1.906645282
    7.868081081    2.018883902    2.018883900    1.905263620
    7.878090090    2.016991367    2.016991364    1.903884585
    7.888099099    2.015103742    2.015103740    1.902508174
    7.898108108    2.013221011    2.013221009    1.901134381
    7.908117117    2.011343160    2.011343158    1.899763202
    7.918126126    2.009470172    2.009470170    1.898394630
    7.928135135    2.007602032    2.007602029    1.897028663
    7.938144144    2.005738723    2.005738721    1.895665293
    7.948153153    2.003880230    2.003880228    1.894304518
    7.958162162    2.002026538    2.002026536    1.892946331
    7.968171171    2.000177632    2.000177630    1.891590729
    7.978180180    1.998333495    1.998333493    1.890237705
    7.988189189    1.996494113    1.996494111    1.888887256
    7.998198198    1.994659470    1.994659468    1.887539376
    8.008207207    1.992829552    1.992829550    1.886194061
    8.018216216    1.991004342    1.991004340    1.884851305
    8.028225225    1.989183826    1.989183824    1.883511105
    8.038234234    1.987367988    1.987367986    1.882173454
    8.048243243    1.985556814    1.985556812    1.880838349
    8.058252252    1.983750289    1.983750287    1.879505783
    8.068261261    1.981948398    1.981948396    1.878175754
    8.078270270    1.980151126    1.980151124    1.876848255
    8.088279279    1.978358458    1.978358456    1.875523282
    8.098288288    1.976570380    1.976570378    1.874200830
    8.108297297    1.974786876    1.974786874    1.872880894
    8.118306306    1.973007933    1.973007931    1.871563469
    8.128315315    1.971233535    1.971233533    1.870248552
    8.138324324    1.969463668    1.969463666    1.868936136
    8.148333333    1.967698318    1.967698316    1.867626217
    8.158342342    1.965937471    1.965937469    1.866318790
    8.168351351    1.964181111    1.964181109    1.865013850
    8.178360360    1.962429225    1.962429223    1.863711393
    8.188369369    1.960681799    1.960681797    1.862411414
    8.198378378    1.958938818    1.958938816    1.861113908
    8.208387387    1.957200267    1.957200265    1.859818871
    8.218396396    1.955466134    1.955466132    1.858526297
    8.228405405    1.953736404    1.953736402    1.857236181
    8.238414414    1.952011063    1.952011061    1.855948520
    8.248423423    1.950290097    1.950290095    1.854663308
    8.258432432    1.948573492    1.948573490    1.853380540
    8.268441441    1.946861234    1.946861232    1.852100212
    8.278450450    1.945153310    1.945153308    1.850822319
    8.288459459    1.943449706    1.943449704    1.849546856
    8.298468468    1.941750408    1.941750406    1.848273819
    8.308477477    1.940055403    1.940055401    1.847003202
    8.318486486    1.938364677    1.938364675    1.845735002
    8.328495495    1.936678216    1.936678214    1.844469213
    8.338504505    1.934996007    1.934996005    1.843205830
    8.348513514    1.933318037    1.933318035    1.841944850
    8.358522523    1.931644292    1.931644290    1.840686267
    8.368531532    1.929974759    1.929974757    1.839430076
    8.378540541    1.928309425    1.928309423    1.838176273
    8.388549550    1.926648276    1.926648274    1.836924853
    8.398558559    1.924991299    1.924991298    1.835675812
    8.408567568    1.923338482    1.923338480    1.834429145
    8.418576577    1.921689810    1.921689808    1.833184846
    8.428585586    1.920045272    1.920045270    1.831942913
    8.438594595    1.918404853    1.918404851    1.830703339
    8.448603604    1.916768542    1.916768540    1.829466120
    8.458612613    1.915136325    1.915136323    1.828231251
    8.468621622    1.913508189    1.913508187    1.826998729
    8.478630631    1.911884121    1.911884120    1.825768547
    8.488639640    1.910264110    1.910264108    1.824540703
    8.498648649    1.908648141    1.908648140    1.823315190
    8.508657658    1.907036203    1.907036202    1.822092004
    8.518666667    1.905428283    1.905428282    1.820871142
    8.528675676    1.903824369    1.903824367    1.819652597
    8.538684685    1.902224447    1.902224445    1.818436366
    8.548693694    1.900628505    1.900628503    1.817222444
    8.558702703    1.899036531    1.899036529    1.816010826
    8.568711712    1.897448513    1.897448511    1.814801508
    8.578720721    1.895864438    1.895864436    1.813594485
    8.588729730    1.894284293    1.894284292    1.812389752
    8.598738739    1.892708068    1.892708066    1.811187306
    8.608747748    1.891135749    1.891135747    1.809987141
    8.618756757    1.889567324    1.889567322    1.808789253
    8.628765766    1.888002781    1.888002779    1.807593637
    8.638774775    1.886442109    1.886442107    1.806400289
    8.648783784    1.884885294    1.884885292    1.805209205
    8.658792793    1.883332326    1.883332324    1.804020379
    8.668801802    1.881783192    1.881783190    1.802833807
    8.678810811    1.880237880    1.880237878    1.801649485
    8.688819820    1.878696379    1.878696377    1.800467408
    8.698828829    1.877158676    1.877158674    1.799287572
    8.708837838    1.875624760    1.875624758    1.798109972
    8.718846847    1.874094619    1.874094618    1.796934603
    8.728855856    1.872568242    1.872568241    1.795761462
    8.738864865    1.871045617    1.871045615    1.794590543
    8.748873874    1.869526732    1.869526730    1.793421843
    8.758882883    1.868011576    1.868011574    1.792255356
    8.768891892    1.866500137    1.866500135    1.791091079
    8.778900901    1.864992403    1.864992402    1.789929006
    8.788909910    1.863488364    1.863488363    1.788769134
    8.798918919    1.861988008    1.861988007    1.787611458
    8.808927928    1.860491324    1.860491322    1.786455973
    8.818936937    1.858998300    1.858998298    1.785302675
    8.828945946    1.857508925    1.857508923    1.784151560
    8.838954955    1.856023187    1.856023186    1.783002623
    8.848963964    1.854541077    1.854541075    1.781855860
    8.858972973    1.853062582    1.853062580    1.780711266
    8.868981982    1.851587691    1.851587690    1.779568838
    8.878990991    1.850116394    1.850116392    1.778428569
    8.889000000    1.848648679    1.848648677    1.777290457
    8.899009009    1.847184535    1.847184534    1.776154497
    8.909018018    1.845723952    1.845723951    1.775020684
    8.919027027    1.844266919    1.844266917    1.773889015
    8.929036036    1.842813424    1.842813422    1.772759484
    8.939045045    1.841363457    1.841363455    1.771632087
    8.949054054    1.839917007    1.839917005    1.770506821
    8.959063063    1.838474063    1.838474062    1.769383680
    8.969072072    1.837034615    1.837034614    1.768262660
    8.979081081    1.835598652    1.835598651    1.767143758
    8.989090090    1.834166163    1.834166162    1.766026968
    8.999099099    1.832737139    1.832737137    1.764912286
    9.009108108    1.831311567    1.831311565    1.763799709
    9.019117117    1.829889438    1.829889436    1.762689231
    9.029126126    1.828470741    1.828470739    1.761580849
    9.039135135    1.827055466    1.827055464    1.760474558
    9.049144144    1.825643602    1.825643601    1.759370354
    9.059153153    1.824235140    1.824235138    1.758268233
    9.069162162    1.822830068    1.822830066    1.757168190
    9.079171171    1.821428376    1.821428375    1.756070221
    9.089180180    1.820030055    1.820030053    1.754974322
    9.099189189    1.818635093    1.818635092    1.753880489
    9.109198198    1.817243482    1.817243480    1.752788717
    9.119207207    1.815855210    1.815855208    1.751699002
    9.129216216    1.814470267    1.814470266    1.750611340
    9.139225225    1.813088644    1.813088643    1.749525727
    9.149234234    1.811710330    1.811710329    1.748442158
    9.159243243    1.810335316    1.810335315    1.747360630
    9.169252252    1.808963591    1.808963590    1.746281137
    9.179261261    1.807595146    1.807595145    1.745203677
    9.189270270    1.806229971    1.806229969    1.744128244
    9.199279279    1.804868055    1.804868053    1.743054835
    9.209288288    1.803509389    1.803509387    1.741983445
    9.219297297    1.802153963    1.802153962    1.740914071
    9.229306306    1.800801768    1.800801766    1.739846707
    9.239315315    1.799452793    1.799452792    1.738781351
    9.249324324    1.798107030    1.798107028    1.737717997
    9.259333333    1.796764468    1.796764466    1.736656642
    9.269342342    1.795425098    1.795425096    1.735597281
    9.279351351    1.794088909    1.794088908    1.734539911
    9.289360360    1.792755894    1.792755892    1.733484527
    9.299369369    1.791426042    1.791426040    1.732431125
    9.309378378    1.790099343    1.790099341    1.731379701
    9.319387387    1.788775788    1.788775787    1.730330252
    9.329396396    1.787455369    1.787455367    1.729282772
    9.339405405    1.786138074    1.786138073    1.728237258
    9.349414414    1.784823896    1.784823895    1.727193705
    9.359423423    1.783512825    1.783512823    1.726152111
    9.369432432    1.782204851    1.782204850    1.725112470
    9.379441441    1.780899965    1.780899964    1.724074778
    9.389450450    1.779598159    1.779598157    1.723039033
    9.399459459    1.778299422    1.778299421    1.722005228
    9.409468468    1.777003746    1.777003745    1.720973361
    9.419477477    1.775711122    1.775711120    1.719943428
    9.429486486    1.774421540    1.774421538    1.718915424
    9.439495495    1.773134992    1.773134990    1.717889345
    9.449504505    1.771851468    1.771851466    1.716865188
    9.459513514    1.770570959    1.770570958    1.715842948
    9.469522523    1.769293457    1.769293456    1.714822622
    9.479531532    1.768018953    1.768018951    1.713804205
    9.489540541    1.766747437    1.766747436    1.712787694
    9.499549550    1.765478901    1.765478900    1.711773084
    9.509558559    1.764213336    1.764213335    1.710760372
    9.519567568    1.762950734    1.762950732    1.709749553
    9.529576577    1.761691085    1.761691083    1.708740624
    9.539585586    1.760434380    1.760434379    1.707733581
    9.549594595    1.759180612    1.759180610    1.706728420
    9.559603604    1.757929770    1.757929769    1.705725136
    9.569612613    1.756681848    1.756681847    1.704723727
    9.579621622    1.755436836    1.755436834    1.703724188
    9.589630631    1.754194725    1.754194723    1.702726514
    9.599639640    1.752955506    1.752955505    1.701730704
    9.609648649    1.751719173    1.751719171    1.700736751
    9.619657658    1.750485715    1.750485714    1.699744653
    9.629666667    1.749255125    1.749255123    1.698754406
    9.639675676    1.748027393    1.748027392    1.697766005
    9.649684685    1.746802513    1.746802511    1.696779448
    9.659693694    1.745580474    1.745580473    1.695794729
    9.669702703    1.744361269    1.744361268    1.694811846
    9.679711712    1.743144890    1.743144889    1.693830794
    9.689720721    1.741931328    1.741931327    1.692851570
    9.699729730    1.740720575    1.740720574    1.691874170
    9.709738739    1.739512623    1.739512622    1.690898589
    9.719747748    1.738307464    1.738307462    1.689924825
    9.729756757    1.737105088    1.737105087    1.688952873
    9.739765766    1.735905489    1.735905488    1.687982729
    9.749774775    1.734708659    1.734708657    1.687014390
    9.759783784    1.733514588    1.733514586    1.686047853
    9.769792793    1.732323269    1.732323267    1.685083112
    9.779801802    1.731134694    1.731134693    1.684120165
    9.789810811    1.729948855    1.729948854    1.683159008
    9.799819820    1.728765744    1.728765743    1.682199636
    9.809828829    1.727585353    1.727585351    1.681242047
    9.819837838    1.726407674    1.726407672    1.680286236
    9.829846847    1.725232699    1.725232698    1.679332200
    9.839855856    1.724060420    1.724060419    1.678379935
    9.849864865    1.722890830    1.722890829    1.677429437
    9.859873874    1.721723921    1.721723920    1.676480703
    9.869882883    1.720559685    1.720559683    1.675533729
    9.879891892    1.719398113    1.719398112    1.674588511
    9.889900901    1.718239199    1.718239198    1.673645046
    9.899909910    1.717082935    1.717082933    1.672703329
    9.909918919    1.715929312    1.715929311    1.671763357
    9.919927928    1.714778324    1.714778323    1.670825128
    9.929936937    1.713629963    1.713629961    1.669888635
    9.939945946    1.712484221    1.712484219    1.668953878
    9.949954955    1.711341090    1.711341088    1.668020850
    9.959963964    1.710200563    1.710200562    1.667089550
    9.969972973    1.709062633    1.709062631    1.666159973
    9.979981982    1.707927291    1.707927290    1.665232115
    9.989990991    1.706794532    1.706794530    1.664305974
   10.000000000    1.705664346    1.705664344    1.663381545
