# energy grid [eV]     epsr_x  epsr_y  epsr_z
# plasmon frequences [eV]:     9.527648031    9.527648024    9.893346702
    5.455909910   -0.689376841   -0.689377104    2.496481517
    5.465918919   -0.455383141   -0.455383442    2.111999223
    5.475927928   -0.224369572   -0.224369905    1.671867446
    5.485936937    0.003503407    0.003503050    1.201598005
    5.495945946    0.227194704    0.227194336    0.763082604
    5.505954955    0.444289615    0.444289262    0.385200400
    5.515963964    0.647843500    0.647843192    0.060855156
    5.525972973    0.822476930    0.822476697   -0.216410732
    5.535981982    0.947430184    0.947430059   -0.431895244
    5.545990991    1.008554145    1.008554151   -0.564603110
    5.556000000    1.011028187    1.011028320   -0.613387581
    5.566009009    0.979073940    0.979074164   -0.594249529
    5.576018018    0.942343185    0.942343439   -0.522507491
    5.586027027    0.924659300    0.924659520   -0.419938691
    5.596036036    0.939701336    0.939701473   -0.334786503
    5.606045045    0.985551409    0.985551443   -0.332916007
    5.616054054    1.041951033    1.041950976   -0.454384946
    5.626063063    1.080225164    1.080225044   -0.675961571
    5.636072072    1.080589751    1.080589589   -0.918041609
    5.646081081    1.044220454    1.044220260   -1.096830702
    5.656090090    0.989018187    0.989017968   -1.178122791
    5.666099099    0.926663289    0.926663054   -1.185149596
    5.676108108    0.845340951    0.845340730   -1.171142504
    5.686117117    0.722966033    0.722965884   -1.189188312
    5.696126126    0.550672192    0.550672187   -1.276978321
    5.706135135    0.333604235    0.333604417   -1.458308893
    5.716144144    0.079844360    0.079844711   -1.731437082
    5.726153153   -0.196155302   -0.196154859   -2.044030509
    5.736162162   -0.464787923   -0.464787503   -2.309773931
    5.746171171   -0.691657714   -0.691657423   -2.469379420
    5.756180180   -0.862078445   -0.862078334   -2.528474858
    5.766189189   -0.985280361   -0.985280402   -2.539935384
    5.776198198   -1.073511468   -1.073511586   -2.559593213
    5.786207207   -1.130380939   -1.130381064   -2.608206826
    5.796216216   -1.158925045   -1.158925141   -2.658016996
    5.806225225   -1.167318355   -1.167318415   -2.657873960
    5.816234234   -1.160851630   -1.160851661   -2.578901931
    5.826243243   -1.131922348   -1.131922359   -2.434913689
    5.836252252   -1.065006679   -1.065006681   -2.263572783
    5.846261261   -0.951106653   -0.951106648   -2.097371580
    5.856270270   -0.794886559   -0.794886540   -1.954317189
    5.866279279   -0.612475818   -0.612475773   -1.842811027
    5.876288288   -0.423936208   -0.423936124   -1.755296797
    5.886297297   -0.244162994   -0.244162863   -1.659856497
    5.896306306   -0.078944737   -0.078944565   -1.519938273
    5.906315315    0.070987076    0.070987260   -1.328756067
    5.916324324    0.202574879    0.202575042   -1.119902956
    5.926333333    0.304787749    0.304787876   -0.952431196
    5.936342342    0.360049418    0.360049531   -0.888200210
    5.946351351    0.353752340    0.353752485   -0.964882835
    5.956360360    0.282594472    0.282594697   -1.170931450
    5.966369369    0.156471730    0.156472046   -1.446682360
    5.976378378   -0.003273598   -0.003273228   -1.716234795
    5.986387387   -0.170118339   -0.170117964   -1.920461393
    5.996396396   -0.323343850   -0.323343511   -2.032706593
    6.006405405   -0.453257135   -0.453256873   -2.053740824
    6.016414414   -0.554984184   -0.554984042   -1.993898646
    6.026423423   -0.622677236   -0.622677223   -1.862541121
    6.036432432   -0.648705365   -0.648705440   -1.669960666
    6.046441441   -0.626106964   -0.626107071   -1.432674858
    6.056450450   -0.556460590   -0.556460689   -1.175130935
    6.066459459   -0.453492394   -0.453492461   -0.927694577
    6.076468468   -0.335745221   -0.335745239   -0.722894925
    6.086477477   -0.219102453   -0.219102415   -0.587531644
    6.096486486   -0.117846199   -0.117846117   -0.528523685
    6.106495495   -0.047619075   -0.047618984   -0.522684608
    6.116504505   -0.023873891   -0.023873828   -0.528155122
    6.126513514   -0.055356827   -0.055356798   -0.511973727
    6.136522523   -0.133534680   -0.133534658   -0.465516409
    6.146531532   -0.229945416   -0.229945370   -0.400611641
    6.156540541   -0.309528424   -0.309528345   -0.342774184
    6.166549550   -0.345723142   -0.345723058   -0.325640945
    6.176558559   -0.329214276   -0.329214224   -0.375671419
    6.186567568   -0.274280482   -0.274280485   -0.491245736
    6.196576577   -0.215165585   -0.215165647   -0.636278830
    6.206585586   -0.188119146   -0.188119259   -0.755503733
    6.216594595   -0.211037260   -0.211037404   -0.801024292
    6.226603604   -0.277366398   -0.277366546   -0.755965545
    6.236612613   -0.368138298   -0.368138425   -0.638344000
    6.246621622   -0.465130102   -0.465130198   -0.484521058
    6.256630631   -0.554359883   -0.554359951   -0.332065044
    6.266639640   -0.628239154   -0.628239209   -0.215240165
    6.276648649   -0.690619945   -0.690619998   -0.167178995
    6.286657658   -0.758695965   -0.758696027   -0.212954101
    6.296666667   -0.856950325   -0.856950410   -0.352401100
    6.306675676   -1.002696099   -1.002696230   -0.554182654
    6.316684685   -1.189581337   -1.189581526   -0.772667844
    6.326693694   -1.385811864   -1.385812092   -0.968767477
    6.336702703   -1.554186047   -1.554186258   -1.119786155
    6.346711712   -1.675126681   -1.675126819   -1.221855506
    6.356720721   -1.750486399   -1.750486436   -1.286350211
    6.366729730   -1.789236514   -1.789236452   -1.332175736
    6.376738739   -1.796989507   -1.796989372   -1.374292836
    6.386747748   -1.776068940   -1.776068772   -1.412991605
    6.396756757   -1.726717932   -1.726717783   -1.437112933
    6.406765766   -1.650734529   -1.650734437   -1.437576744
    6.416774775   -1.557137571   -1.557137550   -1.411290387
    6.426783784   -1.462561194   -1.462561241   -1.353982112
    6.436792793   -1.384639696   -1.384639803   -1.260499776
    6.446801802   -1.332181053   -1.332181206   -1.133551266
    6.456810811   -1.302405385   -1.302405564   -0.985591651
    6.466819820   -1.290852163   -1.290852342   -0.832224819
    6.476828829   -1.299965438   -1.299965598   -0.685079392
    6.486837838   -1.332748168   -1.332748297   -0.547956936
    6.496846847   -1.381553510   -1.381553591   -0.416659438
    6.506855856   -1.429352683   -1.429352693   -0.282375623
    6.516864865   -1.462434033   -1.462433958   -0.137838097
    6.526873874   -1.479215151   -1.479215009    0.017917656
    6.536882883   -1.486755262   -1.486755107    0.179897074
    6.546891892   -1.493522560   -1.493522456    0.340342455
    6.556900901   -1.506352720   -1.506352713    0.491748210
    6.566909910   -1.527519737   -1.527519836    0.629746572
    6.576918919   -1.548343632   -1.548343802    0.755545568
    6.586927928   -1.547688395   -1.547688580    0.874582125
    6.596936937   -1.505039283   -1.505039440    0.990236097
    6.606945946   -1.415000295   -1.415000409    1.098419844
    6.616954955   -1.286610949   -1.286611023    1.189108887
    6.626963964   -1.133921193   -1.133921233    1.255071842
    6.636972973   -0.969554009   -0.969554019    1.301017418
    6.646981982   -0.803162939   -0.803162918    1.340606578
    6.656990991   -0.641829285   -0.641829232    1.379667117
    6.667000000   -0.489964125   -0.489964041    1.405036585
    6.677009009   -0.348154020   -0.348153916    1.392765825
    6.687018018   -0.212574256   -0.212574151    1.327493067
    6.697027027   -0.077669857   -0.077669772    1.215253438
    6.707036036    0.057782273    0.057782321    1.077773881
    6.717045045    0.185521295    0.185521290    0.939161525
    6.727054054    0.286463244    0.286463165    0.822980726
    6.737063063    0.332005950    0.332005764    0.751998445
    6.747072072    0.289183667    0.289183349    0.738672182
    6.757081081    0.135261973    0.135261529    0.778882149
    6.767090090   -0.118793771   -0.118794280    0.857785381
    6.777099099   -0.418019916   -0.418020397    0.956549518
    6.787108108   -0.692544415   -0.692544800    1.052857082
    6.797117117   -0.903079414   -0.903079688    1.122356124
    6.807126126   -1.049310083   -1.049310267    1.146604189
    6.817135135   -1.140894016   -1.140894131    1.121321428
    6.827144144   -1.176735576   -1.176735638    1.054828803
    6.837153153   -1.153264507   -1.153264528    0.958862870
    6.847162162   -1.078834652   -1.078834650    0.845891891
    6.857171171   -0.973711871   -0.973711864    0.731773080
    6.867180180   -0.862236273   -0.862236279    0.630886528
    6.877189189   -0.767081016   -0.767081051    0.553837660
    6.887198198   -0.705619041   -0.705619118    0.514951288
    6.897207207   -0.685488301   -0.685488425    0.529469039
    6.907216216   -0.699936800   -0.699936964    0.598856281
    6.917225225   -0.726976256   -0.726976429    0.706529957
    6.927234234   -0.737453803   -0.737453946    0.827954488
    6.937243243   -0.711205367   -0.711205457    0.943670962
    6.947252252   -0.646902471   -0.646902507    1.048012692
    6.957261261   -0.556636688   -0.556636686    1.147300064
    6.967270270   -0.455098532   -0.455098511    1.246132791
    6.977279279   -0.354270909   -0.354270889    1.335826363
    6.987288288   -0.264677346   -0.264677348    1.397917961
    6.997297297   -0.198245685   -0.198245729    1.418207340
    7.007306306   -0.168364567   -0.168364676    1.397578446
    7.017315315   -0.186855852   -0.186856041    1.347147626
    7.027324324   -0.260567515   -0.260567795    1.272882536
    7.037333333   -0.388414387   -0.388414751    1.173790053
    7.047342342   -0.555927333   -0.555927749    1.056694809
    7.057351351   -0.729940847   -0.729941255    0.940558182
    7.067360360   -0.867989507   -0.867989847    0.843776871
    7.077369369   -0.942754807   -0.942755054    0.775912749
    7.087378378   -0.954209581   -0.954209746    0.738805660
    7.097387387   -0.919452911   -0.919453022    0.727265011
    7.107396396   -0.858664058   -0.858664139    0.730795040
    7.117405405   -0.788703484   -0.788703554    0.740049132
    7.127414414   -0.722893204   -0.722893274    0.750479563
    7.137423423   -0.673827474   -0.673827554    0.758897220
    7.147432432   -0.653906991   -0.653907093    0.760047599
    7.157441441   -0.668495207   -0.668495336    0.747475874
    7.167450450   -0.706551095   -0.706551245    0.712815554
    7.177459459   -0.741764355   -0.741764506    0.644100503
    7.187468468   -0.747929735   -0.747929868    0.533533567
    7.197477477   -0.713969379   -0.713969485    0.390961674
    7.207486486   -0.644796093   -0.644796175    0.246148720
    7.217495495   -0.552607131   -0.552607196    0.135192389
    7.227504505   -0.449379372   -0.449379428    0.081182293
    7.237513514   -0.343719858   -0.343719911    0.083815899
    7.247522523   -0.240377224   -0.240377284    0.126156238
    7.257531532   -0.141097303   -0.141097380    0.190966513
    7.267540541   -0.046535058   -0.046535160    0.271688593
    7.277549550    0.041863424    0.041863291    0.370234023
    7.287558559    0.121364858    0.121364696    0.487513076
    7.297567568    0.188020012    0.188019830    0.618095533
    7.307576577    0.235786603    0.235786411    0.751946651
    7.317585586    0.256958230    0.256958034    0.878959187
    7.327594595    0.247669387    0.247669195    0.993807965
    7.337603604    0.214053947    0.214053773    1.099948631
    7.347612613    0.170000745    0.170000600    1.208447899
    7.357621622    0.129612535    0.129612424    1.330111975
    7.367630631    0.103714649    0.103714571    1.468910513
    7.377639640    0.097754744    0.097754694    1.622630300
    7.387648649    0.108705570    0.108705538    1.786791375
    7.397657658    0.126464069    0.126464042    1.957069316
    7.407666667    0.139151668    0.139151634    2.129543323
    7.417675676    0.136548298    0.136548244    2.299751974
    7.427684685    0.111022761    0.111022678    2.461387682
    7.437693694    0.061418498    0.061418386    2.604902804
    7.447702703   -0.001676410   -0.001676540    2.716599260
    7.457711712   -0.060082337   -0.060082467    2.780734978
    7.467720721   -0.100124347   -0.100124461    2.787228780
    7.477729730   -0.118403667   -0.118403758    2.740954636
    7.487738739   -0.120022369   -0.120022438    2.661286098
    7.497747748   -0.116780695   -0.116780751    2.567235454
    7.507756757   -0.122759005   -0.122759060    2.463039467
    7.517765766   -0.144165704   -0.144165765    2.344532950
    7.527774775   -0.171824767   -0.171824836    2.218295971
    7.537783784   -0.188403302   -0.188403376    2.102892603
    7.547792793   -0.185837777   -0.185837859    2.008532171
    7.557801802   -0.174445941   -0.174446041    1.923328490
    7.567810811   -0.177879025   -0.177879153    1.822829686
    7.577819820   -0.220340147   -0.220340303    1.691131325
    7.587828829   -0.309945065   -0.309945237    1.530072128
    7.597837838   -0.426658849   -0.426659023    1.353876769
    7.607846847   -0.531168076   -0.531168246    1.185741782
    7.617855856   -0.591742774   -0.591742937    1.052492608
    7.627864865   -0.599875615   -0.599875762    0.972259547
    7.637873874   -0.564614093   -0.564614212    0.951185865
    7.647882883   -0.502832027   -0.502832111    0.986373300
    7.657891892   -0.434307964   -0.434308017    1.063847511
    7.667900901   -0.378653965   -0.378653996    1.160757298
    7.677909910   -0.351756991   -0.351757008    1.257167915
    7.687918919   -0.361067293   -0.361067302    1.347401290
    7.697927928   -0.402169776   -0.402169781    1.438900185
    7.707936937   -0.462361522   -0.462361525    1.539712289
    7.717945946   -0.530905824   -0.530905823    1.650639600
    7.727954955   -0.605076482   -0.605076474    1.768880933
    7.737963964   -0.684874928   -0.684874915    1.892266351
    7.747972973   -0.764691611   -0.764691599    2.016541176
    7.757981982   -0.833289497   -0.833289495    2.132297705
    7.767990991   -0.881451354   -0.881451366    2.229991327
    7.778000000   -0.908803935   -0.908803962    2.308259193
    7.788009009   -0.922434375   -0.922434413    2.372178402
    7.798018018   -0.928668183   -0.928668230    2.422446769
    7.808027027   -0.927287409   -0.927287465    2.453534581
    7.818036036   -0.913791810   -0.913791877    2.462898073
    7.828045045   -0.886068065   -0.886068145    2.452328076
    7.838054054   -0.846700707   -0.846700796    2.418680002
    7.848063063   -0.799139017   -0.799139107    2.351945738
    7.858072072   -0.744596217   -0.744596301    2.245766725
    7.868081081   -0.683263044   -0.683263119    2.109419274
    7.878090090   -0.616314655   -0.616314721    1.965902751
    7.888099099   -0.545693003   -0.545693063    1.831906850
    7.898108108   -0.472911198   -0.472911256    1.701196343
    7.908117117   -0.398791542   -0.398791601    1.554789918
    7.918126126   -0.323958982   -0.323959042    1.390472506
    7.928135135   -0.249129232   -0.249129293    1.234295474
    7.938144144   -0.175215988   -0.175216052    1.116513936
    7.948153153   -0.103631407   -0.103631474    1.045985094
    7.958162162   -0.036677640   -0.036677712    1.013815410
    7.968171171    0.022211459    0.022211380    1.012673945
    7.978180180    0.068601548    0.068601459    1.045346843
    7.988189189    0.097997517    0.097997415    1.115618304
    7.998198198    0.108055349    0.108055234    1.216371889
    8.008207207    0.101325860    0.101325738    1.328356875
    8.018216216    0.085560630    0.085560514    1.431111974
    8.028225225    0.070376738    0.070376639    1.517401401
    8.038234234    0.064022256    0.064022176    1.595747044
    8.048243243    0.071739424    0.071739358    1.678205351
    8.058252252    0.094009815    0.094009756    1.770862202
    8.068261261    0.126476625    0.126476570    1.875274919
    8.078270270    0.162909337    0.162909285    1.990463930
    8.088279279    0.198739675    0.198739626    2.109313985
    8.098288288    0.232674759    0.232674713    2.214157215
    8.108297297    0.266075893    0.266075845    2.276226735
    8.118306306    0.301312523    0.301312470    2.262193565
    8.128315315    0.340371872    0.340371812    2.149366464
    8.138324324    0.383955386    0.383955321    1.938190893
    8.148333333    0.430640964    0.430640897    1.647655410
    8.158342342    0.476569237    0.476569172    1.297747263
    8.168351351    0.516446791    0.516446728    0.897417574
    8.178360360    0.545793660    0.545793598    0.454103642
    8.188369369    0.562959150    0.562959087   -0.001861614
    8.198378378    0.568348830    0.568348762   -0.409464212
    8.208387387    0.561502816    0.561502741   -0.706248922
    8.218396396    0.541414237    0.541414152   -0.869959954
    8.228405405    0.511156049    0.511155951   -0.925350688
    8.238414414    0.479383696    0.479383580   -0.911879777
    8.248423423    0.454279960    0.454279825   -0.851673735
    8.258432432    0.437464442    0.437464294   -0.747530192
    8.268441441    0.425548679    0.425548528   -0.601121962
    8.278450450    0.414914809    0.414914665   -0.422181200
    8.288459459    0.403033332    0.403033193   -0.223732421
    8.298468468    0.387110561    0.387110423   -0.018025553
    8.308477477    0.364678943    0.364678802    0.181765173
    8.318486486    0.336779407    0.336779262    0.360033416
    8.328495495    0.308774753    0.308774602    0.501267671
    8.338504505    0.287042658    0.287042498    0.595188490
    8.348513514    0.276179822    0.276179661    0.639042883
    8.358522523    0.278884104    0.278883959    0.632154226
    8.368531532    0.296007813    0.296007698    0.573098874
    8.378540541    0.325939898    0.325939816    0.471066007
    8.388549550    0.364475539    0.364475484    0.352975539
    8.398558559    0.405471031    0.405470994    0.247563306
    8.408567568    0.442510822    0.442510795    0.167050796
    8.418576577    0.471642924    0.471642894    0.109128073
    8.428585586    0.493280399    0.493280358    0.068950384
    8.438594595    0.510551492    0.510551438    0.044792822
    8.448603604    0.525296450    0.525296384    0.038872667
    8.458612613    0.536363130    0.536363055    0.057086262
    8.468621622    0.541741059    0.541740976    0.103419545
    8.478630631    0.541890230    0.541890144    0.171798653
    8.488639640    0.541164557    0.541164471    0.247851422
    8.498648649    0.545510901    0.545510816    0.322294166
    8.508657658    0.558494405    0.558494316    0.399042190
    8.518666667    0.580549843    0.580549752    0.485169939
    8.528675676    0.611107053    0.611106965    0.576082778
    8.538684685    0.648917918    0.648917839    0.655608545
    8.548693694    0.690266020    0.690265953    0.706095406
    8.558702703    0.728435432    0.728435373    0.712243484
    8.568711712    0.755594123    0.755594069    0.659104067
    8.578720721    0.766638082    0.766638031    0.536421088
    8.588729730    0.763920330    0.763920284    0.347468616
    8.598738739    0.758402453    0.758402410    0.111908430
    8.608747748    0.763055410    0.763055367   -0.140183436
    8.618756757    0.784194493    0.784194446   -0.382450254
    8.628765766    0.819821938    0.819821884   -0.604642297
    8.638774775    0.863650282    0.863650218   -0.805592161
    8.648783784    0.908292317    0.908292240   -0.974668764
    8.658792793    0.945691172    0.945691076   -1.090870885
    8.668801802    0.967422623    0.967422501   -1.141795695
    8.678810811    0.967783276    0.967783130   -1.136147937
    8.688819820    0.949265447    0.949265293   -1.094577704
    8.698828829    0.924840347    0.924840208   -1.031446174
    8.708837838    0.911509567    0.911509459   -0.948344624
    8.718846847    0.919942150    0.919942073   -0.842977453
    8.728855856    0.950455711    0.950455660   -0.718450941
    8.738864865    0.996520199    0.996520162   -0.583652472
    8.748873874    1.049959598    1.049959567   -0.449325670
    8.758882883    1.104577130    1.104577101   -0.324843949
    8.768891892    1.157875003    1.157874972   -0.215463047
    8.778900901    1.210076319    1.210076285   -0.119907668
    8.788909910    1.260599760    1.260599717   -0.032217237
    8.798918919    1.305562703    1.305562640    0.051719330
    8.808927928    1.339091751    1.339091660    0.130464049
    8.818936937    1.357075839    1.357075723    0.198807110
    8.828945946    1.359500790    1.359500658    0.250264144
    8.838954955    1.347803498    1.347803355    0.280089349
    8.848963964    1.320331566    1.320331402    0.290481937
    8.858972973    1.273651070    1.273650867    0.291779927
    8.868981982    1.209176295    1.209176047    0.295767720
    8.878990991    1.136191226    1.136190945    0.311285679
    8.889000000    1.068045002    1.068044719    0.346549883
    8.899009009    1.017616834    1.017616586    0.408363194
    8.909018018    0.993613337    0.993613150    0.497716662
    8.919027027    0.996807652    0.996807525    0.609765015
    8.929036036    1.020411969    1.020411883    0.737310682
    8.939045045    1.054565690    1.054565626    0.872984631
    8.949054054    1.090515799    1.090515745    1.009383030
    8.959063063    1.121508317    1.121508262    1.138464380
    8.969072072    1.141055326    1.141055260    1.251105134
    8.979081081    1.143403707    1.143403619    1.336792678
    8.989090090    1.129180617    1.129180510    1.383053305
    8.999099099    1.109876602    1.109876488    1.376822969
    9.009108108    1.101109915    1.101109807    1.312601666
    9.019117117    1.109677597    1.109677491    1.204317845
    9.029126126    1.130046302    1.130046182    1.084688226
    9.039135135    1.151529089    1.151528932    0.984461052
    9.049144144    1.165832246    1.165832035    0.912966084
    9.059153153    1.170076754    1.170076487    0.862846130
    9.069162162    1.168045006    1.168044709    0.828713934
    9.079171171    1.170021614    1.170021331    0.815156897
    9.089180180    1.186634202    1.186633969    0.829730606
    9.099189189    1.220966911    1.220966735    0.873664051
    9.109198198    1.268357974    1.268357846    0.937823362
    9.119207207    1.321093600    1.321093506    1.004975858
    9.129216216    1.370339134    1.370339062    1.057413671
    9.139225225    1.406158187    1.406158124    1.086062839
    9.149234234    1.419884287    1.419884215    1.094738659
    9.159243243    1.406966346    1.406966245    1.095491423
    9.169252252    1.366152173    1.366152025    1.100961045
    9.179261261    1.298724793    1.298724595    1.121915854
    9.189270270    1.213349057    1.213348830    1.166410196
    9.199279279    1.127939720    1.127939500    1.235228194
    9.209288288    1.059023586    1.059023399    1.319557095
    9.219297297    1.010856415    1.010856265    1.406062336
    9.229306306    0.979172774    0.979172653    1.485995469
    9.239315315    0.961207820    0.961207725    1.561617652
    9.249324324    0.956389108    0.956389034    1.643298878
    9.259333333    0.960433744    0.960433683    1.739444852
    9.269342342    0.965381300    0.965381241    1.850690742
    9.279351351    0.967158209    0.967158147    1.971379903
    9.289360360    0.971568792    0.971568731    2.092648809
    9.299369369    0.990662618    0.990662564    2.205723424
    9.309378378    1.032948220    1.032948178    2.306558331
    9.319387387    1.097962616    1.097962585    2.399129597
    9.329396396    1.177757444    1.177757415    2.491682690
    9.339405405    1.259952822    1.259952781    2.586761624
    9.349414414    1.329348952    1.329348878    2.674922135
    9.359423423    1.369374077    1.369373948    2.735767955
    9.369432432    1.366084825    1.366084624    2.741844859
    9.379441441    1.315298790    1.315298516    2.667568546
    9.389450450    1.227287568    1.227287242    2.507282113
    9.399459459    1.122970722    1.122970380    2.287468904
    9.409468468    1.025759958    1.025759642    2.053035157
    9.419477477    0.955065604    0.955065344    1.844571033
    9.429486486    0.921688146    0.921687953    1.692889210
    9.439495495    0.925673069    0.925672934    1.616734545
    9.449504505    0.957210403    0.957210305    1.614090464
    9.459513514    0.999897780    0.999897693    1.663861532
    9.469522523    1.034833228    1.034833130    1.738740839
    9.479531532    1.045144147    1.045144022    1.815805980
    9.489540541    1.023003698    1.023003545    1.881000027
    9.499549550    0.976881311    0.976881143    1.931801236
    9.509558559    0.929054835    0.929054673    1.977645899
    9.519567568    0.901306187    0.901306043    2.032010928
    9.529576577    0.902891732    0.902891605    2.100673169
    9.539585586    0.930921666    0.930921555    2.177555729
    9.549594595    0.977379237    0.977379140    2.247789608
    9.559603604    1.034214209    1.034214125    2.292422847
    9.569612613    1.096086528    1.096086454    2.293203428
    9.579621622    1.161706516    1.161706451    2.236495108
    9.589630631    1.231702924    1.231702860    2.111050569
    9.599639640    1.303807205    1.303807130    1.903549034
    9.609648649    1.369557663    1.369557556    1.608322770
    9.619657658    1.414853911    1.414853751    1.245247535
    9.629666667    1.424154614    1.424154384    0.861604587
    9.639675676    1.388588341    1.388588048    0.517609386
    9.649684685    1.314037256    1.314036934    0.266821214
    9.659693694    1.218069113    1.218068799    0.136660495
    9.669702703    1.116506947    1.116506662    0.119142980
    9.679711712    1.018557367    1.018557115    0.178353952
    9.689720721    0.933397121    0.933396906    0.266320562
    9.699729730    0.872369552    0.872369377    0.336022516
    9.709738739    0.843466979    0.843466844    0.350170025
    9.719747748    0.846533019    0.846532916    0.291208107
    9.729756757    0.873853814    0.873853728    0.170869441
    9.739765766    0.913207460    0.913207371    0.029294385
    9.749774775    0.948840122    0.948840012   -0.083117085
    9.759783784    0.962586854    0.962586704   -0.135960013
    9.769792793    0.940317804    0.940317606   -0.135259160
    9.779801802    0.882764715    0.882764484   -0.107982532
    9.789810811    0.810711623    0.810711390   -0.076096679
    9.799819820    0.753926518    0.753926314   -0.049138641
    9.809828829    0.731682130    0.731681969   -0.032574698
    9.819837838    0.745561638    0.745561516   -0.033946339
    9.829846847    0.787067378    0.787067284   -0.066153147
    9.839855856    0.846175238    0.846175160   -0.147277373
    9.849864865    0.914138041    0.914137968   -0.289602763
    9.859873874    0.984133372    0.984133301   -0.485601539
    9.869882883    1.053056616    1.053056544   -0.704326926
    9.879891892    1.122413609    1.122413536   -0.902872330
    9.889900901    1.195671030    1.195670956   -1.044986799
    9.899909910    1.274062485    1.274062410   -1.111681450
    9.909918919    1.354778107    1.354778027   -1.102329850
    9.919927928    1.431993977    1.431993889   -1.031205566
    9.929936937    1.498932277    1.498932177   -0.920463112
    9.939945946    1.550522327    1.550522214   -0.794287211
    9.949954955    1.586648935    1.586648813   -0.676663974
    9.959963964    1.613594983    1.613594859   -0.588810828
    9.969972973    1.641131922    1.641131807   -0.542241797
    9.979981982    1.676915712    1.676915609   -0.529523307
    9.989990991    1.723430105    1.723430012   -0.525433256
   10.000000000    1.779770414    1.779770328   -0.504135720
