# energy grid [eV]     epsi_x  epsi_y  epsi_z
#
    5.556000000    3.273504109    3.273503726    9.873001490
    5.566009009    3.406321230    3.406320954    9.569236782
    5.576018018    3.493466477    3.493466334    9.332178293
    5.586027027    3.547491548    3.547491530    9.185763892
    5.596036036    3.590939581    3.590939652    9.147899598
    5.606045045    3.651502744    3.651502848    9.196806078
    5.616054054    3.749839953    3.749840042    9.260753237
    5.626063063    3.887062983    3.887063031    9.253613665
    5.636072072    4.044646690    4.044646691    9.130966773
    5.646081081    4.198344656    4.198344607    8.919838648
    5.656090090    4.338647851    4.338647743    8.692817892
    5.666099099    4.478191653    4.478191466    8.516283600
    5.676108108    4.631762972    4.631762682    8.420596542
    5.686117117    4.793217069    4.793216665    8.398824190
    5.696126126    4.940592333    4.940591850    8.421765512
    5.706135135    5.054639604    5.054639127    8.445626820
    5.716144144    5.120157333    5.120156965    8.407605891
    5.726153153    5.119525345    5.119525164    8.250031069
    5.736162162    5.041911514    5.041911543    7.970333864
    5.746171171    4.900090396    4.900090582    7.630156807
    5.756180180    4.725663809    4.725664046    7.306825674
    5.766189189    4.542993824    4.542994008    7.040975776
    5.776198198    4.358435855    4.358435935    6.820287522
    5.786207207    4.173617711    4.173617694    6.597632496
    5.796216216    3.993960613    3.993960533    6.331339346
    5.806225225    3.821746860    3.821746748    6.022591353
    5.816234234    3.649813526    3.649813403    5.714114712
    5.826243243    3.469647411    3.469647285    5.452739664
    5.836252252    3.285253374    3.285253245    5.257910443
    5.846261261    3.114180730    3.114180589    5.121798895
    5.856270270    2.977441764    2.977441604    5.026461488
    5.866279279    2.889656591    2.889656413    4.949689100
    5.876288288    2.853668528    2.853668340    4.864126097
    5.886297297    2.862316447    2.862316269    4.755189819
    5.896306306    2.906515572    2.906515428    4.644044404
    5.906315315    2.982347059    2.982346966    4.579187161
    5.916324324    3.091955054    3.091955000    4.603820663
    5.926333333    3.238105785    3.238105733    4.730912099
    5.936342342    3.415016518    3.415016430    4.932949302
    5.946351351    3.604308037    3.604307902    5.143897296
    5.956360360    3.780246862    3.780246711    5.282428132
    5.966369369    3.917602759    3.917602655    5.291738290
    5.976378378    3.998681503    3.998681495    5.162917154
    5.986387387    4.019620196    4.019620299    4.927432815
    5.996396396    3.989837450    3.989837658    4.633703009
    6.006405405    3.921837344    3.921837643    4.323057603
    6.016414414    3.824020664    3.824021013    4.021679332
    6.026423423    3.702970716    3.702971047    3.748273426
    6.036432432    3.567294367    3.567294622    3.521457314
    6.046441441    3.431856126    3.431856292    3.359486823
    6.056450450    3.317533921    3.317534011    3.275439597
    6.066459459    3.241785690    3.241785725    3.272641163
    6.076468468    3.211540956    3.211540959    3.340629544
    6.086477477    3.226543245    3.226543247    3.451310534
    6.096486486    3.284277512    3.284277547    3.562028405
    6.106495495    3.378443185    3.378443270    3.633983405
    6.116504505    3.494781370    3.494781489    3.655921426
    6.126513514    3.608360541    3.608360659    3.647290204
    6.136522523    3.688544150    3.688544245    3.639351351
    6.146531532    3.715081473    3.715081555    3.658261494
    6.156540541    3.690087491    3.690087596    3.718312121
    6.166549550    3.635466040    3.635466197    3.814373519
    6.176558559    3.585210609    3.585210817    3.915257361
    6.186567568    3.573616296    3.573616528    3.973518924
    6.196576577    3.617781367    3.617781596    3.951206550
    6.206585586    3.707359488    3.707359688    3.842288473
    6.216594595    3.812210824    3.812210978    3.678220964
    6.226603604    3.902937303    3.902937405    3.512799366
    6.236612613    3.965268343    3.965268404    3.394709055
    6.246621622    3.998351454    3.998351498    3.350355207
    6.256630631    4.009405237    4.009405286    3.385683208
    6.266639640    4.012454902    4.012454965    3.494396301
    6.276648649    4.024720206    4.024720287    3.657867193
    6.286657658    4.057496575    4.057496675    3.838652907
    6.296666667    4.106006067    4.106006186    3.985942440
    6.306675676    4.145170070    4.145170195    4.058607765
    6.316684685    4.139799584    4.139799679    4.043458010
    6.326693694    4.067878980    4.067879000    3.952924880
    6.336702703    3.935831983    3.935831905    3.813691677
    6.346711712    3.769856771    3.769856619    3.655150036
    6.356720721    3.594068952    3.594068775    3.499140405
    6.366729730    3.419764015    3.419763865    3.353445704
    6.376738739    3.251233667    3.251233586    3.210168541
    6.386747748    3.091821978    3.091821992    3.055071494
    6.396756757    2.946618260    2.946618369    2.882370834
    6.406765766    2.825084455    2.825084632    2.696906312
    6.416774775    2.738213518    2.738213726    2.504295776
    6.426783784    2.691051956    2.691052164    2.308724223
    6.436792793    2.677248533    2.677248720    2.120082121
    6.446801802    2.681648530    2.681648676    1.953256403
    6.456810811    2.691553093    2.691553184    1.818875346
    6.466819820    2.703501761    2.703501794    1.717741781
    6.476828829    2.715458555    2.715458538    1.642095258
    6.486837838    2.717241098    2.717241040    1.580424486
    6.496846847    2.695232534    2.695232440    1.523146975
    6.506855856    2.645324363    2.645324252    1.467316988
    6.516864865    2.576934163    2.576934076    1.417743958
    6.526873874    2.503808829    2.503808819    1.382882773
    6.536882883    2.433805970    2.433806067    1.369385035
    6.546891892    2.367341236    2.367341432    1.379505170
    6.556900901    2.299046593    2.299046840    1.410808741
    6.566909910    2.217642680    2.217642913    1.457068157
    6.576918919    2.109210535    2.109210701    1.511517927
    6.586927928    1.969192075    1.969192158    1.572114676
    6.596936937    1.811332956    1.811332976    1.643480526
    6.606945946    1.659282084    1.659282072    1.731909613
    6.616954955    1.531984824    1.531984802    1.837408702
    6.626963964    1.438394869    1.438394848    1.950202984
    6.636972973    1.380128828    1.380128814    2.057883124
    6.646981982    1.355106180    1.355106177    2.159554285
    6.656990991    1.359313901    1.359313919    2.269325310
    6.667000000    1.387263618    1.387263672    2.401161385
    6.677009009    1.433018166    1.433018271    2.551332376
    6.687018018    1.493223059    1.493223225    2.695808978
    6.697027027    1.570978115    1.570978342    2.805000739
    6.707036036    1.676548422    1.676548705    2.860823082
    6.717045045    1.822999300    1.822999635    2.858655442
    6.727054054    2.019755212    2.019755593    2.802105100
    6.737063063    2.265848647    2.265849053    2.705839536
    6.747072072    2.541549925    2.541550309    2.596502642
    6.757081081    2.801707524    2.801707813    2.501948200
    6.767090090    2.984450714    2.984450845    2.441818218
    6.777099099    3.045000514    3.045000481    2.427727924
    6.787108108    2.988467334    2.988467191    2.464316153
    6.797117117    2.858510939    2.858510753    2.545380151
    6.807126126    2.694953178    2.694952994    2.651797435
    6.817135135    2.514101802    2.514101637    2.758442653
    6.827144144    2.324530093    2.324529959    2.845504433
    6.837153153    2.144262155    2.144262062    2.901421412
    6.847162162    1.996390582    1.996390537    2.917931120
    6.857171171    1.896796652    1.896796658    2.891300937
    6.867180180    1.849493804    1.849493854    2.825044559
    6.877189189    1.847676872    1.847676958    2.723590413
    6.887198198    1.875160955    1.875161060    2.592557938
    6.897207207    1.908380558    1.908380659    2.449427044
    6.907216216    1.921887925    1.921887992    2.322014809
    6.917225225    1.898264172    1.898264185    2.233057697
    6.927234234    1.838623614    1.838623580    2.189435068
    6.937243243    1.763128891    1.763128838    2.182641144
    6.947252252    1.697328700    1.697328661    2.198066924
    6.957261261    1.658450017    1.658450017    2.228694400
    6.967270270    1.653050679    1.653050729    2.280969725
    6.977279279    1.682119860    1.682119966    2.364918113
    6.987288288    1.745325133    1.745325295    2.479688588
    6.997297297    1.840660334    1.840660545    2.609473560
    7.007306306    1.961404025    1.961404273    2.733826459
    7.017315315    2.094222930    2.094223190    2.842338578
    7.027324324    2.219715647    2.219715886    2.934320575
    7.037333333    2.313462014    2.313462191    3.004006834
    7.047342342    2.348485435    2.348485509    3.037892175
    7.057351351    2.306277320    2.306277272    3.029578401
    7.067360360    2.193849536    2.193849393    2.986731487
    7.077369369    2.044131156    2.044130973    2.923716354
    7.087378378    1.894485589    1.894485414    2.855605263
    7.097387387    1.769047453    1.769047310    2.795772943
    7.107396396    1.677351041    1.677350936    2.751493010
    7.117405405    1.620102013    1.620101944    2.722663771
    7.127414414    1.594258650    1.594258612    2.707260266
    7.137423423    1.594256864    1.594256853    2.705490070
    7.147432432    1.608193589    1.608193594    2.717873291
    7.157441441    1.614835274    1.614835280    2.743253332
    7.167450450    1.590576907    1.590576894    2.779091167
    7.177459459    1.524708142    1.524708099    2.816709227
    7.187468468    1.427614879    1.427614814    2.834721865
    7.197477477    1.322183447    1.322183376    2.804936684
    7.207486486    1.228873938    1.228873875    2.709752223
    7.217495495    1.158559578    1.158559532    2.555159629
    7.227504505    1.113694797    1.113694771    2.368409238
    7.237513514    1.091973642    1.091973639    2.181297638
    7.247522523    1.089484592    1.089484612    2.012645938
    7.257531532    1.103060754    1.103060795    1.863988635
    7.267540541    1.131494547    1.131494602    1.729172854
    7.277549550    1.174986932    1.174986989    1.606349318
    7.287558559    1.233858109    1.233858152    1.500814096
    7.297567568    1.308034094    1.308034113    1.419255250
    7.307576577    1.396153438    1.396153433    1.363821016
    7.317585586    1.492193675    1.492193643    1.329919110
    7.327594595    1.583248771    1.583248708    1.307091762
    7.337603604    1.654847360    1.654847267    1.283622842
    7.347612613    1.699686851    1.699686739    1.254165043
    7.357621622    1.719397046    1.719396927    1.223265099
    7.367630631    1.721683489    1.721683377    1.200574803
    7.377639640    1.719012263    1.719012169    1.194434536
    7.387648649    1.724839580    1.724839511    1.209869280
    7.397657658    1.747513608    1.747513570    1.249832533
    7.407666667    1.788008466    1.788008457    1.316885886
    7.417675676    1.841676474    1.841676488    1.414058859
    7.427684685    1.898904501    1.898904525    1.544727257
    7.437693694    1.944808475    1.944808491    1.711479989
    7.447702703    1.965494777    1.965494770    1.913230659
    7.457711712    1.958599268    1.958599233    2.140490182
    7.467720721    1.934444063    1.934444008    2.372895937
    7.477729730    1.907590037    1.907589974    2.585752947
    7.487738739    1.890649616    1.890649560    2.764444177
    7.497747748    1.890634265    1.890634227    2.912234232
    7.507756757    1.904066280    1.904066261    3.039071540
    7.517765766    1.916935658    1.916935652    3.143812430
    7.527774775    1.915890963    1.915890964    3.216661091
    7.537783784    1.902678013    1.902678022    3.259342682
    7.547792793    1.894647210    1.894647231    3.291662547
    7.557801802    1.910465270    1.910465302    3.334232235
    7.567810811    1.955613905    1.955613939    3.388511937
    7.577819820    2.015205859    2.015205877    3.435838735
    7.587828829    2.056732570    2.056732560    3.452798053
    7.597837838    2.047747830    2.047747791    3.421470510
    7.607846847    1.980098719    1.980098657    3.332561192
    7.617855856    1.874952268    1.874952182    3.191889210
    7.627864865    1.764062652    1.764062539    3.018887371
    7.637873874    1.672839964    1.672839830    2.836346681
    7.647882883    1.616588576    1.616588437    2.666944645
    7.657891892    1.601278474    1.601278343    2.530387096
    7.667900901    1.623842449    1.623842334    2.434424000
    7.677909910    1.672500288    1.672500189    2.370640428
    7.687918919    1.728929920    1.728929838    2.322780560
    7.697927928    1.774862468    1.774862400    2.281217319
    7.707936937    1.800782880    1.800782823    2.248188785
    7.717945946    1.807729972    1.807729923    2.229983264
    7.727954955    1.798968793    1.798968756    2.230142300
    7.737963964    1.772093098    1.772093077    2.251431164
    7.747972973    1.721648193    1.721648192    2.298405688
    7.757981982    1.647499948    1.647499966    2.373088797
    7.767990991    1.558192512    1.558192542    2.469529624
    7.778000000    1.465654304    1.465654340    2.577785183
    7.788009009    1.376403244    1.376403280    2.694229047
    7.798018018    1.288754111    1.288754148    2.822059133
    7.808027027    1.198395053    1.198395092    2.961120134
    7.818036036    1.105369241    1.105369279    3.105883990
    7.828045045    1.014602839    1.014602872    3.254216689
    7.838054054    0.930468146    0.930468168    3.408185154
    7.848063063    0.853680554    0.853680562    3.563733050
    7.858072072    0.783617954    0.783617951    3.704822600
    7.868081081    0.720932642    0.720932635    3.811450414
    7.878090090    0.666980180    0.666980173    3.877364185
    7.888099099    0.622286719    0.622286717    3.917051572
    7.898108108    0.586506636    0.586506639    3.948345728
    7.908117117    0.559295295    0.559295305    3.967692497
    7.918126126    0.540680871    0.540680884    3.949996512
    7.928135135    0.530950935    0.530950952    3.878134051
    7.938144144    0.530644809    0.530644830    3.763913760
    7.948153153    0.540553270    0.540553295    3.633741538
    7.958162162    0.561422792    0.561422820    3.504217067
    7.968171171    0.593324541    0.593324573    3.377738132
    7.978180180    0.634694164    0.634694197    3.256145998
    7.988189189    0.681195835    0.681195866    3.151134089
    7.998198198    0.725238498    0.725238518    3.079508581
    8.008207207    0.757783868    0.757783869    3.050417188
    8.018216216    0.772495100    0.772495080    3.056809410
    8.028225225    0.768407005    0.768406971    3.080646380
    8.038234234    0.749200682    0.749200647    3.108785773
    8.048243243    0.721915223    0.721915194    3.141402776
    8.058252252    0.695077089    0.695077069    3.185970793
    8.068261261    0.675120704    0.675120691    3.251102759
    8.078270270    0.663884340    0.663884333    3.347654059
    8.088279279    0.659245112    0.659245110    3.489833647
    8.098288288    0.657729084    0.657729092    3.690941379
    8.108297297    0.656928456    0.656928473    3.955288878
    8.118306306    0.656520511    0.656520535    4.269032512
    8.128315315    0.658105179    0.658105206    4.598292318
    8.138324324    0.664702041    0.664702067    4.902490893
    8.148333333    0.679924007    0.679924031    5.152830987
    8.158342342    0.706424927    0.706424952    5.337492958
    8.168351351    0.744228270    0.744228298    5.448291862
    8.178360360    0.790213095    0.790213129    5.463234141
    8.188369369    0.839845118    0.839845160    5.350649332
    8.198378378    0.889926737    0.889926788    5.099969417
    8.208387387    0.938326901    0.938326958    4.747693280
    8.218396396    0.980583280    0.980583345    4.362243456
    8.228405405    1.009926489    1.009926559    3.999520810
    8.238414414    1.023218994    1.023219064    3.677574224
    8.248423423    1.024964762    1.024964825    3.389905547
    8.258432432    1.022965183    1.022965229    3.132938229
    8.268441441    1.021939250    1.021939277    2.914862052
    8.278450450    1.022809373    1.022809387    2.745615093
    8.288459459    1.025267765    1.025267775    2.630029130
    8.298468468    1.028227668    1.028227676    2.569973319
    8.308477477    1.028018837    1.028018842    2.566261770
    8.318486486    1.018917297    1.018917298    2.616174420
    8.328495495    0.997151398    0.997151392    2.710333902
    8.338504505    0.963276104    0.963276084    2.833242835
    8.348513514    0.920707531    0.920707485    2.969000302
    8.358522523    0.874032381    0.874032307    3.104815074
    8.368531532    0.828687857    0.828687767    3.224033845
    8.378540541    0.790319708    0.790319618    3.303031960
    8.388549550    0.763460147    0.763460070    3.327023618
    8.398558559    0.750121304    0.750121248    3.303746836
    8.408567568    0.748643504    0.748643473    3.253224169
    8.418576577    0.753993997    0.753993990    3.190176927
    8.428585586    0.760677049    0.760677059    3.119951735
    8.438594595    0.766313643    0.766313662    3.043418445
    8.448603604    0.771803057    0.771803078    2.960721761
    8.458612613    0.777961634    0.777961654    2.875543881
    8.468621622    0.782774631    0.782774647    2.798959328
    8.478630631    0.781908724    0.781908735    2.744644331
    8.488639640    0.771979876    0.771979882    2.717182393
    8.498648649    0.753745245    0.753745251    2.709118617
    8.508657658    0.731442211    0.731442215    2.713738883
    8.518666667    0.709390372    0.709390371    2.737525844
    8.528675676    0.690944201    0.690944190    2.794660740
    8.538684685    0.679887923    0.679887907    2.892904470
    8.548693694    0.680198623    0.680198608    3.029715960
    8.558702703    0.693555947    0.693555937    3.197037510
    8.568711712    0.716878167    0.716878165    3.381069168
    8.578720721    0.741454513    0.741454516    3.558179469
    8.588729730    0.755691623    0.755691633    3.698521440
    8.598738739    0.752404645    0.752404665    3.776732443
    8.608747748    0.734743836    0.734743867    3.782568041
    8.618756757    0.713367846    0.713367890    3.724410266
    8.628765766    0.698735771    0.698735826    3.617368889
    8.638774775    0.697089268    0.697089332    3.466151293
    8.648783784    0.710939585    0.710939657    3.267838632
    8.658792793    0.739840443    0.739840521    3.030975753
    8.668801802    0.779111798    0.779111872    2.781561396
    8.678810811    0.818182136    0.818182189    2.547011416
    8.688819820    0.842701046    0.842701063    2.338598674
    8.698828829    0.842463917    0.842463901    2.151888401
    8.708837838    0.819070505    0.819070470    1.981265821
    8.718846847    0.784496198    0.784496164    1.829482012
    8.728855856    0.752569337    0.752569318    1.704033941
    8.738864865    0.732407181    0.732407182    1.610024563
    8.748873874    0.727024655    0.727024676    1.547313376
    8.758882883    0.734937058    0.734937098    1.510739859
    8.768891892    0.753158855    0.753158913    1.491294620
    8.778900901    0.780594050    0.780594128    1.479672298
    8.788909910    0.819056279    0.819056379    1.471823881
    8.798918919    0.870539271    0.870539391    1.470141129
    8.808927928    0.933772273    0.933772403    1.478483950
    8.818936937    1.003684457    1.003684586    1.497875854
    8.828945946    1.074768910    1.074769032    1.525056961
    8.838954955    1.144707877    1.144708001    1.551278231
    8.848963964    1.212331056    1.212331188    1.564227450
    8.858972973    1.272024265    1.272024396    1.555433557
    8.868981982    1.313372466    1.313372573    1.524331667
    8.878990991    1.327571138    1.327571193    1.474107999
    8.889000000    1.312553910    1.312553897    1.409686829
    8.899009009    1.273446853    1.273446778    1.340464345
    8.909018018    1.221755726    1.221755620    1.278782882
    8.919027027    1.171789383    1.171789281    1.234948100
    8.929036036    1.134711779    1.134711703    1.215375290
    8.939045045    1.115449467    1.115449423    1.223773879
    8.949054054    1.113896619    1.113896606    1.262442971
    8.959063063    1.127837068    1.127837085    1.332585002
    8.969072072    1.153528084    1.153528127    1.433895806
    8.979081081    1.182937901    1.182937960    1.563893882
    8.989090090    1.203262997    1.203263056    1.716254465
    8.999099099    1.204721278    1.204721332    1.876551442
    9.009108108    1.190278014    1.190278069    2.018935330
    9.019117117    1.173408590    1.173408663    2.113893144
    9.029126126    1.166133878    1.166133979    2.147713306
    9.039135135    1.171583280    1.171583402    2.132942352
    9.049144144    1.185148543    1.185148667    2.093825788
    9.059153153    1.198455466    1.198455555    2.044283854
    9.069162162    1.202775850    1.202775872    1.984342935
    9.079171171    1.194339728    1.194339675    1.912941060
    9.089180180    1.178932500    1.178932399    1.837399096
    9.099189189    1.168240974    1.168240859    1.771968855
    9.109198198    1.172091367    1.172091262    1.730662730
    9.119207207    1.195885524    1.195885443    1.719354971
    9.129216216    1.241848933    1.241848883    1.731479118
    9.139225225    1.308448202    1.308448190    1.750646028
    9.149234234    1.389178951    1.389178979    1.759765780
    9.159243243    1.474581145    1.474581205    1.749553499
    9.169252252    1.554885876    1.554885949    1.719100771
    9.179261261    1.618589696    1.618589750    1.672700441
    9.189270270    1.652710649    1.652710655    1.619949644
    9.199279279    1.651812448    1.651812401    1.574595877
    9.209288288    1.624599431    1.624599349    1.547574466
    9.219297297    1.585633741    1.585633649    1.540163857
    9.229306306    1.543307903    1.543307813    1.543648195
    9.239315315    1.500053237    1.500053156    1.546841453
    9.249324324    1.459543293    1.459543227    1.546281447
    9.259333333    1.426662924    1.426662879    1.548610435
    9.269342342    1.400974920    1.400974896    1.564091616
    9.279351351    1.374562761    1.374562749    1.600652125
    9.289360360    1.338959486    1.338959481    1.661511057
    9.299369369    1.294460457    1.294460457    1.744026637
    9.309378378    1.251476815    1.251476829    1.840737127
    9.319387387    1.223936419    1.223936458    1.945107258
    9.329396396    1.223211062    1.223211136    2.059293132
    9.339405405    1.256038273    1.256038387    2.195087931
    9.349414414    1.323766644    1.323766801    2.366152217
    9.359423423    1.420546487    1.420546674    2.579557033
    9.369432432    1.531104390    1.531104580    2.829155341
    9.379441441    1.632234359    1.632234517    3.088599868
    9.389450450    1.701109407    1.701109501    3.313013127
    9.399459459    1.724691520    1.724691531    3.460246206
    9.409468468    1.702779953    1.702779886    3.514097333
    9.419477477    1.646368703    1.646368584    3.482911734
    9.429486486    1.573862001    1.573861866    3.388501552
    9.439495495    1.505629760    1.505629640    3.264596549
    9.449504505    1.458498888    1.458498804    3.149650680
    9.459513514    1.441750453    1.441750410    3.071358509
    9.469522523    1.455124544    1.455124538    3.039493221
    9.479531532    1.487701444    1.487701457    3.049472875
    9.489540541    1.518711260    1.518711269    3.088229015
    9.499549550    1.525566250    1.525566237    3.139620725
    9.509558559    1.497754946    1.497754910    3.192876372
    9.519567568    1.442933964    1.442933916    3.250554311
    9.529576577    1.378556293    1.378556244    3.326250530
    9.539585586    1.319893054    1.319893010    3.435134510
    9.549594595    1.275279520    1.275279484    3.586922218
    9.559603604    1.247135435    1.247135413    3.782975707
    9.569612613    1.234132925    1.234132919    4.015917888
    9.579621622    1.234683131    1.234683147    4.272756045
    9.589630631    1.250754633    1.250754682    4.539064948
    9.599639640    1.288234938    1.288235024    4.793677419
    9.609648649    1.353034185    1.353034308    4.999364635
    9.619657658    1.445803268    1.445803417    5.111324687
    9.629666667    1.557546123    1.557546268    5.099397481
    9.639675676    1.668689615    1.668689718    4.963250193
    9.649684685    1.756772753    1.756772787    4.735905021
    9.659693694    1.809609682    1.809609650    4.474708901
    9.669702703    1.827664413    1.827664335    4.240348826
    9.679711712    1.814035819    1.814035712    4.076406663
    9.689720721    1.770592725    1.770592600    4.000804926
    9.699729730    1.703446622    1.703446491    4.007098852
    9.709738739    1.625614084    1.625613962    4.067713312
    9.719747748    1.552966352    1.552966256    4.138673780
    9.729756757    1.498690196    1.498690135    4.172492742
    9.739765766    1.471196116    1.471196094    4.138927004
    9.749774775    1.473505510    1.473505523    4.042896029
    9.759783784    1.499875310    1.499875340    3.922176615
    9.769792793    1.532155847    1.532155867    3.818933392
    9.779801802    1.543434376    1.543434357    3.752647917
    9.789810811    1.512614217    1.512614144    3.721009525
    9.799819820    1.439431815    1.439431699    3.717368294
    9.809828829    1.342559924    1.342559791    3.739185976
    9.819837838    1.243603834    1.243603705    3.786198866
    9.829846847    1.156121008    1.156120897    3.856764244
    9.839855856    1.085667610    1.085667522    3.939553240
    9.849864865    1.033048405    1.033048336    4.007275989
    9.859873874    0.995526596    0.995526542    4.023836361
    9.869882883    0.967954393    0.967954351    3.961555370
    9.879891892    0.946144108    0.946144077    3.816250542
    9.889900901    0.930092934    0.930092913    3.607927354
    9.899909910    0.923530888    0.923530877    3.369572510
    9.909918919    0.930617739    0.930617739    3.135975833
    9.919927928    0.953054057    0.953054066    2.935111654
    9.929936937    0.988622470    0.988622485    2.783604008
    9.939945946    1.030734695    1.030734709    2.687484987
    9.949954955    1.069991276    1.069991283    2.643355713
    9.959963964    1.098582639    1.098582634    2.637118081
    9.969972973    1.114784373    1.114784360    2.643489993
    9.979981982    1.123272212    1.123272198    2.633779081
    9.989990991    1.130872786    1.130872779    2.592782536
   10.000000000    1.142943570    1.142943576    2.527614438
